"","B401","B402","B403","B405","B406","B407","B408","B409","B410","B411","B413","B414","B419","B421","B422","B423","B424","B425","B426","B427","B428","B429","B430","B431","B432","B433","B434","B435","B436","B437","B438","B439","B440","B442","B443","B444","B445","B446","B447","B448","B450","B451","B452","B454","B455","B457","B458","B459","B460","B461","B463","B464","B465","B467","B470","B471","B472","B473","B474","B477","B478","B479","B480","B481","B482","B483","B484","B485","B486","B487","B488","B489","B490","B492","B493","B494","B495","B498","B500","NEGCNTRL"
"a3fb2fe42fe2869d9e896ee2edffb05d",0,51,0,41,293,102,694,252,0,34,1950,304,481,322,1145,0,231,624,11221,619,1096,53,490,988,35,23,411,495,587,0,65,455,319,62,1105,5165,210,235,263,387,182,186,292,39,1145,580,740,0,89,138,688,764,78,705,0,0,90,0,183,579,639,1068,104,436,495,133,421,0,14848,45,17499,530,1228,276,89,5372,91,92,0,217
"9e4b5f318b75e2bd5bfa0ed134961826",2,1616,529,61,122,155,634,173,15,150,6751,326,9679,119,1066,489,237,949,2046,322,193,4469,968,185,77,320,382,1277,150,32,318,612,1354,2550,1558,3390,627,600,355,142,43,263,744,4,1347,1070,395,80,135,148,1322,175,182,919,775,1367,80,1623,259,797,257,411,117,221,324,983,293,53,531,3221,170,10284,227,495,115,1135,265,307,44,348
"301775fba47897c427bb4a11de5aa5b9",0,163,64,181,228,0,56,63,0,44,2415,271,923,242,384,99,223,3744,1648,561,1058,641,1101,32,1461,50,304,1761,484,86,388,2113,732,192,53,1073,340,808,147,49,0,58,579,0,1301,318,780,121,95,342,2766,0,104,777,116,170,77,151,177,1460,539,905,104,350,460,256,85,355,13862,422,17432,1416,0,137,208,4145,474,233,57,284
"a5eceddc80356b2069fa7c62a1ce81d1",13,13,0,161,18,236,5,0,7,0,3940,142,170,12,105,6,235,224,8967,8,16,706,914,198,181,7,195,211,18616,51,488,1667,477,303,22,20,186,182,458,31,38,447,252,15,447,8466,25,49,9,719,2343,63,101,257,10,41,138,7,243,213,22,446,27,17,207,160,53,105,273,334,585,1252,14,137,122,17745,82,258,51,49
"0298729e38b6718db865a5ee546bcfb2",0,1356,283,0,427,191,453,319,0,197,2426,61,587,143,744,350,143,830,1045,729,598,76,32,7,515,260,78,1110,295,21,41,0,37,23,1386,5011,17,27,435,20,0,310,21,0,2510,795,987,35,484,96,7458,15,18,3165,963,68,0,697,256,622,508,616,266,115,342,6313,458,9546,24,4041,2137,18,0,0,32,10625,518,10,37,30
"af2c30952f5c697b738865c9f166eb1d",0,1345,362,0,270,347,309,0,5,135,3338,658,2345,64,464,511,527,263,1229,0,23151,4435,0,42,6,291,727,171,0,60,353,0,0,350,2618,0,0,233,820,46,0,700,103,0,555,486,0,0,142,766,5600,18,12,10277,630,0,8,1242,553,282,0,335,126,0,255,39,106,12,856,317,393,0,22,40,16,0,100,4472,0,168
"dc15a8fad5d47aaf94aa6760a354b3d8",88,6840,651,0,444,34,9,2,1969,577,7,3,0,0,8,2020,22,4,4,8,6,1294,4,2994,150,1308,5,3,0,3025,839,9,5,366,2022,0,0,260,67,933,8870,45,0,4561,17,650,7,72,449,3481,12,9472,420,4,2798,39,947,6723,24,13,7,0,203,0,305,0,757,53,4,1705,2,5,4515,926,341,0,160,0,79,369
"0476c89fe36390440e43d60620b97af2",18,43,0,7,2726,610,887,351,10,193,3691,130,166,758,1634,90,375,566,145,1321,1348,281,358,22,1530,198,256,396,1926,61,218,69,13223,4262,18,5241,487,1056,1173,9,6,1154,1242,0,1631,12,1528,48,2033,217,246,8,275,98,731,29,147,14,625,896,1061,137,217,670,305,1494,3,47,45,3331,4837,394,8,679,187,809,939,435,68,5
"70f5df1a51cb80ac57e56ce3857c7218",0,949,370,3,93,0,625,310,5,84,1581,158,7613,257,1125,300,96,574,9979,525,325,276,15,235,126,938,175,555,248,50,125,8,12,4297,126,1198,14,41,25,44,62,9,240,5,1127,42,822,61,89,1129,8834,207,118,453,464,21,25,843,62,645,698,441,28,417,661,14477,363,33,604,345,335,10,332,101,241,2560,23,11,46,13
"b63d9d8cc378fe988fecd07f5c4d7892",0,1029,32,36,545,0,26,0,0,798,0,0,14,0,158,14412,0,85,19,0,18,27,39839,218,9,1882,0,49,10,0,0,177,1168,0,2910,0,481,0,0,198,41,0,345,0,167,102,0,30,611,0,653,65,0,0,1278,0,0,278,0,130,0,15,211,0,0,399,189,0,0,0,6,967,64,0,0,0,0,184,0,51
"ec7c35d2c09fca61bbc0d19aad532169",30,254,14,0,1729,11,0,0,0,690,744,228,2694,105,0,934,202,14,30,17,57,0,0,0,486,704,392,23376,95,0,11,0,0,0,14,885,0,0,137,0,0,55,0,0,14,15,30,530,2038,0,0,0,306,252,3106,1451,53,60,128,10,34,19,687,258,9,14992,9,1289,315,0,21,0,0,158,730,6268,6,0,306,0
"3a21d42d388852f7ba5b63d2e94538f2",0,3053,1240,8,185,337,820,428,6,300,57,75,165,201,1448,906,295,520,12046,1982,768,313,78,10,30,622,1375,316,380,55,165,0,52,100,20888,183,19,230,803,0,16,793,419,0,1600,22,2170,39,204,248,24,8,42,67,1186,90,17,2497,423,743,1518,119,120,132,99,30,306,58,44,236,60,30,11,27,41,70,209,28,12,0
"16e0d8d526f9591813ef13358bed2e57",0,293,20,7,30,0,0,111,145,41,50,22,0,108,0,175,102,0,15,995,400,6528,829,323,23,80,51,0,237,1094,5251,125,1344,4389,627,71,822,8621,67,299,92,22,1313,36,0,430,1065,29,36,4028,4538,154,12,39,169,19,0,305,139,0,454,8,0,74,5218,1511,295,42,17,4341,0,647,205,0,18,0,4104,889,14,253
"83847ccfda5ad0f16ff8c03436e41420",32,688,61,13,1997,344,857,194,0,518,125,165,816,299,1536,595,403,2227,923,1360,529,478,432,153,1716,641,1146,1911,369,46,266,162,219,225,101,5348,194,507,884,111,16,705,425,9,2048,855,1456,745,1300,149,991,53,466,143,5924,2582,125,366,595,1269,699,687,538,549,1346,87,259,2437,81,240,1173,419,80,751,740,759,424,73,374,311
"1b844bcfc79877bc97274fc67bc15c6a",0,15,0,122,0,0,11,89,0,0,693,309,782,80,88,10,190,1065,486,206,104,6,1463,0,16,0,295,21944,52,0,22,1297,16281,5,11,13,113,0,58,0,0,15,63,0,2078,0,203,0,2914,26,1381,0,0,1077,14,0,0,0,121,433,219,551,25,17,0,106,0,0,315,17,195,576,0,0,0,5,0,33,0,0
"7549d2f63199ed67e6f513037350a592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,46,533,0,0,605,0,0,0,4678,0,0,0,0,54,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,0,0,0,35,175,0,0,0,0,0,0,42289,5492,0,0
"4a29946bc853fcdb578e126d6f829604",4,1617,829,0,381,0,468,389,0,196,3768,68,215,100,661,585,93,471,159,755,294,13406,0,8,37,372,161,309,223,37,207,0,0,226,0,63,0,11053,57,0,0,17,0,0,2119,5,820,10,188,113,0,0,70,4807,820,0,27,1564,75,452,463,180,97,65,171,0,0,28,96,4903,54,0,0,190,59,29,80,0,17,0
"ad413f5cbdc2eec3ecb2ecc7ca2215b8",0,23,0,0,173,0,0,0,0,0,0,0,1253,32,113,0,0,1563,745,24,13,215,0,0,0,0,0,34614,51,30,402,0,0,357,0,17,0,975,0,0,0,0,0,0,478,0,20,0,0,96,0,0,0,0,1141,0,0,0,0,719,12,856,0,29,7349,0,0,0,0,139,348,0,0,14,0,0,342,0,0,0
"a4d2c6e59a15cee58b0ec6cdbf9f718c",41,199,9,46,52,244,88,113,0,57,79,100,1423,338,569,300,275,6607,2227,925,1297,705,623,1097,133,136,162,2966,664,129,468,418,336,204,1132,1042,123,200,641,505,255,547,93,46,2303,1408,1231,71,42,503,655,781,475,63,237,27,297,77,432,2511,852,1302,20,431,309,117,558,53,40,831,895,465,1033,1248,319,581,114,26,71,557
"3463aa0feb4a8349ba5ab22e328d6e7f",0,0,0,0,0,275,0,0,1100,0,105,182,0,62,0,0,529,0,0,20,31,3737,220,0,0,0,347,0,63,10723,1965,48,404,875,0,488,1353,690,1719,0,0,1544,297,0,0,0,20,167,0,11498,81,0,0,144,0,0,0,0,669,0,50,0,0,179,782,276,0,48,57,4878,0,126,0,14,0,1976,332,134,16,0
"2ba96d501da8deea51705cb2fa8827ec",8,4,0,0,0,5788,5,0,9,0,939,1322,0,0,0,0,4129,5,0,0,0,0,0,0,204,0,2707,0,0,0,0,9,0,0,0,0,0,0,12011,0,11,10980,0,0,7,0,0,252,0,18,5,10,172,1000,0,319,49,0,6100,4,0,0,0,0,0,0,0,731,551,3,0,0,0,126,444,0,0,0,139,0
"580764084baa0ac1faf5962f247192d2",0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,35,0,0,0,1332,0,0,0,0,0,19,25,999,659,0,0,330,0,8181,0,251,0,0,0,0,0,0,46,0,20,0,0,33333,0,0,0,0,0,0,0,0,0,153,0,0,0,124,184,0,0,0,0,1708,0,0,0,0,0,157,102,0,0,0
"b4b7ea7dbfa9c86450552947278194bc",0,491,246,136,42,0,0,0,0,33,26,41,2556,18,14,197,99,92,109,12,37,0,487,142,1112,116,100,14520,30,21,10,1205,362,0,0,8622,310,8,84,0,10,11,521,0,879,0,30,14,22,1619,9778,24,0,37,272,12,0,412,99,73,305,112,18,14,460,577,0,36,15,9,44,564,8,9,0,6,0,188,0,0
"1b57900ceca3380c14b87dd7c50737ee",3,121,44,193,24,265,0,133,0,32,55,57,0,798,5,79,218,0,0,1121,1182,16008,734,564,34,80,862,0,2049,27,443,2253,457,4930,1045,461,171,274,604,482,42,498,315,0,0,322,1326,0,28,83,2261,166,123,50,59,13,84,125,240,0,916,0,12,515,304,216,375,7,38,111,0,1056,264,335,95,218,134,75,13,121
"e99e797d1e1ba8e2308b926348fb225d",0,0,0,13,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,46,272,0,0,0,291,0,0,0,0,0,2059,0,0,2,0,2,0,0,96,0,0,0,0,18,0,0,0,0,0,0,18,0,0,688,0,0,20,0,30,128,0,0,0,19,23,41434,0,22
"69e1cd4fc2a93536152ebb0534e37b4b",0,0,0,0,7629,0,260,138,0,115,663,85,120,215,495,58,62,208,100,1038,416,132,77,0,0,99,84,137,331,133,87,0,56,44,0,1062,0,6390,0,0,0,0,258,0,571,0,1051,0,268,4934,94,0,0,248,39,1470,0,0,38,211,452,99,414,441,143,0,0,0,351,187,113,178,0,71,0,13063,0,0,0,0
"ead61467ca9ef736a51fa109bce31846",0,955,344,3,63,149,733,79,6,141,52,53,203,271,1384,244,160,658,169,861,225,350,69,17,0,187,125,417,142,37,141,18,97,64,0,4287,115,50,323,0,0,291,412,0,2092,0,823,0,83,85,9590,0,0,57,405,0,0,828,172,852,402,156,17,66,58,14574,0,0,25,130,57,40,0,0,0,41,27,425,0,0
"4cc940625794395ec7f561ba2dc2fb28",17,27,0,41,20,0,14,0,28,0,26,6,507,216,111,0,8,1369,283,16,110,2334,645,574,169,0,0,851,186,310,2017,466,384,1814,633,1908,143,5203,0,268,94,0,128,0,301,465,39,215,21,1006,2385,314,296,14,9,1309,117,0,21,450,97,404,29,557,2805,96,334,632,10,1453,166,917,538,808,235,3872,2963,57,108,663
"32f4483d09b2fe3fdc260745ad70e982",0,68,0,285,38,0,0,424,0,39,581,117,0,283,0,83,107,0,0,2890,949,8258,2115,271,136,91,544,0,549,100,670,3009,690,288,146,177,281,182,73,60,64,56,217,0,1371,44,3036,31,0,592,3233,220,113,181,376,0,0,0,4785,0,1622,0,0,228,228,208,48,39,196,597,0,1584,380,142,186,81,123,91,65,0
"84dd6fe46d3369f1a24a4dd3d08510c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,28,259,0,0,0,341,0,0,0,0,0,2449,0,0,6,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,787,0,0,0,0,0,95,0,0,0,0,21,38880,0,11
"baeccbb9d4c0d10e741103075b099684",0,304,0,0,0,0,0,0,0,21,390,35,89,66,0,14,19,52,1013,26,78,152,0,0,0,7,35,90,82,35,78,0,12701,30,13,533,6,18,12,0,0,8,14,0,1313,0,92,9,10,124,10,0,0,95,17,7,0,15,11,22,87,218,0,162,22,13287,0,6,155,195,369,11,0,7,0,10629,17,8,0,0
"bd46ebf8daedadbd05d5098a5bfc1607",0,0,0,0,0,0,136,0,0,0,0,0,368,112,1134,0,4,1474,270,47,632,5065,0,0,0,0,0,805,329,0,8,0,0,0,0,66,0,0,15,0,0,0,0,0,26711,0,169,0,0,32,14,13,0,0,0,0,0,0,0,2191,238,351,0,82,0,0,0,0,0,0,150,0,0,10,4,37,0,0,0,0
"36b3296e713c230adb133a21010d1292",0,729,66,180,103,0,0,67,0,108,41,81,230,164,94,465,96,1172,170,694,275,0,1095,269,7,254,171,483,208,0,250,1605,610,5560,334,738,273,124,52,143,41,23,384,0,299,198,669,0,98,66,1953,130,0,57,366,0,0,713,67,399,341,197,39,250,174,227,300,0,31,63,60,7389,277,8,0,7939,60,148,0,94
"1cded8e71e722f5858a32af112856ddc",15,0,0,0,0,0,0,0,0,0,0,0,0,540,0,25,16,0,0,0,59,155,1814,0,256,0,0,0,55,0,288,0,0,298,35,553,0,152,0,18,0,0,0,0,0,300,0,72,0,44,0,11,259,6372,0,32,100,0,0,0,43,0,0,3531,202,0,454,21421,0,48,0,0,12,477,419,1156,67,0,77,105
"b2df4c98fb74a7ba0d665f65970c4bfd",0,11,0,0,3,42,6,0,0,0,13,18,22,113,36,5,46,73,3142,13,75,0,375,0,0,0,21,27,100,0,0,41,845,0,0,1068,346,0,123,0,3,123,354,0,255,3968,44,3,4,0,120,0,0,7,5,6,0,3,74,79,33,25,0,375,0,12013,7,0,21,0,16,173,0,0,0,14992,8,132,3,12
"35a79784a84f8657cf790401ed24d193",0,0,0,0,0,0,0,0,0,0,648,274,0,0,0,0,165,0,0,0,0,59,0,822,698,0,274,0,0,0,82,0,0,77,1719,0,0,204,65,4224,62,0,0,13,0,928,0,6658,0,0,0,238,179,897,0,676,37,0,55,0,0,0,0,70,481,14649,1239,1626,261,19,0,8,377,133,333,0,77,0,635,424
"43634446aade04f2359e65b763f8e079",0,678,131,2,689,146,0,176,0,272,18,30,4429,230,72,284,99,1239,132,409,227,13,1808,0,19,285,63,554,198,8,7,9,158,4,0,1199,115,8,318,0,8,246,265,0,272,1057,443,6,856,26,42,0,40,25,257,3,0,546,8370,410,275,157,342,382,10,142,0,0,18,4184,1844,52,0,117,58,1017,10,3292,0,4
"93172f81febf63b6050e73fb178a6de0",26,9,0,0,0,4385,0,0,0,0,697,1075,0,0,0,0,3096,2,0,0,0,120,0,0,36,0,1953,0,0,7,201,0,0,217,0,0,0,85,8953,0,0,8320,0,0,0,0,0,24,0,19,6,0,83,804,0,2009,150,0,4662,0,0,0,0,0,138,0,0,0,368,55,0,3,0,184,65,0,53,0,13,0
"fcbc218d811ee7f49bd34fb8f2475c8f",18,662,261,0,289,0,277,0,0,102,3884,0,240,160,458,256,19,229,1841,19,103,765,919,173,170,262,7,231,123,83,391,0,9833,159,0,7339,0,111,26,0,0,28,0,0,491,0,40,30,115,774,0,0,184,3,335,0,109,581,36,263,33,522,143,430,129,0,0,35,5,385,672,0,0,422,199,1470,64,0,41,0
"11c1908105519f7b207c8c71e9b73332",0,0,0,0,0,0,0,96,0,0,0,0,0,15,0,0,0,0,0,229,107,0,0,0,75,6,0,0,33371,0,0,0,5,0,10,28,0,0,0,0,0,0,0,0,0,0,275,11,0,407,0,0,57,0,0,14,0,0,0,0,135,0,9,363,0,0,0,0,0,0,399,0,5,31,137,6,0,0,18,0
"b6dd0b8b8728ccfea93bad5a0ebafd7a",76,0,0,0,0,565,251,0,0,0,94,118,32,0,399,0,378,188,45,0,0,0,0,0,436,0,204,98,0,0,0,0,0,0,0,0,0,0,999,0,0,895,124,0,465,0,0,453,0,0,0,0,739,93,0,444,568,0,448,196,0,54,0,0,0,0,0,24261,40,0,16,0,0,1747,581,0,0,0,226,0
"69afb5b0c34680ed2a20328b58d9cb0c",10,27,0,218,57,0,547,0,0,43,8,8,1663,221,1023,52,21,4551,1881,41,662,0,805,51,275,94,10,3647,361,0,0,2582,434,0,33,1205,231,0,36,24,11,36,188,0,1836,21,135,207,30,0,2414,37,187,3,32,510,45,0,36,1887,216,1245,23,402,0,272,10,619,5,0,1358,1158,51,118,521,479,0,128,157,0
"0bca24f732011555437e3ab2eb196fb5",0,0,0,21,0,0,7,0,0,0,0,0,16,0,43,3830,0,79,8,0,0,21,25116,13,0,0,0,61,0,0,0,160,1360,0,0,0,527,0,0,0,0,0,383,0,300,0,0,0,194,0,638,0,0,0,244,0,0,0,0,111,0,25,0,0,0,441,0,0,0,0,10,1059,0,0,9,0,0,184,0,0
"16fb50dc842096f1f283b09c79d44e60",0,0,0,0,93,0,0,0,0,637,1306,534,0,0,0,68,299,0,0,0,0,129,176,1010,575,144,466,0,0,0,152,0,290,153,1868,0,250,223,118,3221,124,29,789,0,0,1114,0,6039,94,31,46,246,181,5467,31,558,44,0,170,0,0,0,38,0,404,1055,1469,1615,433,39,0,68,422,110,314,0,112,318,703,457
"6230bb573ada307709b31cc093d7d0f2",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,28,243,0,0,0,251,0,0,0,0,0,1728,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,15,0,0,113,0,0,0,0,26,30698,0,33
"86d90b8cf3e0179809893c0db4e653cb",3,23,0,0,1137,0,13,34,0,59,6,0,28,10,100,51,10,154,18,104,44,7450,0,0,51,158,0,73,36,38,253,0,0,105,0,19,0,77,0,0,0,2,0,0,501,10,79,8,74,115,0,0,133,0,32,10,62,9,0,216,39,32,91,14,94,0,0,21117,0,182,11,0,0,389,100,0,32,0,29,0
"ce1abdc7b5f4c9d386ee4eba33be2d82",0,0,0,0,20,5,0,0,10,8,11,25,20,27,15,0,74,43,0,18,59,440,143,20,0,5,31,38,55,47,880,11,195,22214,9,24,473,758,56,8,42,28,2749,5,39,9,43,0,7,118,45,67,0,14,0,0,0,0,28,219,1142,7,161,13,1808,235,8,0,0,214,6,68,12,0,0,9,315,265,6,6
"3ebb8d55631165e32f69df6e8ccae0d7",16,447,37,54,118,134,278,15,30,38,25,55,319,544,622,160,125,1491,209,179,2617,626,889,668,335,103,74,720,1332,87,405,532,440,158,757,273,199,451,306,361,223,211,157,85,1401,1073,652,157,42,351,2487,507,314,36,213,84,163,330,191,866,959,269,68,355,282,188,465,232,0,540,118,1206,560,412,714,171,182,52,166,571
"398dd44db26b1555071d77c36f8ee0aa",0,152,33,0,0,0,0,0,0,16,4752,110,145,0,0,46,57,69,1362,0,0,0,0,46,82,34,81,123,45,0,0,0,0,0,93,272,39,34,27,98,0,0,0,10,0,4812,0,27,0,0,0,42,0,295,72,0,0,155,33,57,0,434,0,93,149,0,236,0,5986,0,11985,0,31,0,27,656,0,0,0,446
"b224e7d61e624b96b8141df47ec8c13a",0,85,6,124,1597,619,0,5,0,326,100,111,764,283,78,310,451,966,8971,71,25,0,447,172,19,324,352,1926,0,0,0,1412,269,0,126,186,160,94,1219,69,34,1184,90,4,285,0,99,65,989,66,1429,139,17,103,121,70,14,27,619,379,49,605,268,87,362,123,38,170,64,28,375,660,283,60,15,358,0,0,13,36
"a99f2079aba47e95af45355081093041",0,5,0,231,0,0,3,0,0,0,0,0,0,5,3,5,0,12,0,10,28,9428,1657,0,42,0,0,0,11588,17,113,2310,450,47,0,5,174,33,0,0,0,0,127,0,716,0,48,15,0,48,2331,0,6,0,0,5,0,5,0,0,23,0,0,4,30,145,0,9,0,97,0,1006,0,7,11,0,16,66,22,0
"f8d652274bfafcff0f10e3e4a710f8f2",25,474,213,30,185,0,300,81,19,78,49,55,568,136,511,163,230,1969,654,610,216,459,489,900,398,115,149,1115,181,133,283,217,258,101,637,866,141,71,193,322,190,66,268,29,1069,1008,572,200,83,491,1069,757,539,50,257,231,180,469,301,972,251,451,110,260,68,93,398,595,0,808,786,502,1135,1125,729,272,30,67,178,616
"48e72c74ea2542b46675b05c145c249b",0,1308,38,0,605,0,0,0,0,839,0,0,0,0,0,20541,0,0,0,0,0,0,953,0,0,2536,0,0,0,0,0,0,161,0,0,0,63,0,0,0,0,0,32,0,0,0,0,0,670,0,86,0,11,0,1987,0,0,304,0,0,0,0,348,0,0,49,0,0,0,0,0,139,0,0,0,0,0,24,0,0
"4729c01db33f896037ccf54b8ac69d8e",0,0,0,0,0,0,0,579,0,0,0,0,0,148,0,0,0,0,0,1197,473,0,0,0,57,0,0,0,252,0,0,14,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1340,123,0,0,7,0,34,0,0,23021,14,0,0,0,748,0,5,95,0,0,0,347,8,0,9,0,0,16,34,65,12,10,39,11
"7eed23063991e4a24cc156dd86dcc000",18,68,0,29,188,0,0,0,0,55,1258,537,112,292,0,215,279,69,1102,95,1344,521,855,458,356,143,542,93,647,63,262,375,735,113,302,472,570,71,111,96,130,28,1259,38,30,93,369,136,74,207,1569,463,473,1726,68,113,143,17,177,50,547,284,80,248,88,1453,73,134,581,275,400,1044,781,886,665,854,37,459,136,55
"b36e08c7c66b3a3a24343fd34fde245a",14,28,0,0,0,9,326,110,8,6,121,73,512,132,748,24,106,2924,635,1262,393,4817,1560,642,46,20,762,1386,217,43,188,25,661,116,683,82,296,57,70,255,108,80,186,14,1381,155,1259,7,0,166,149,401,80,48,24,9,168,7,90,1139,627,468,0,84,91,214,159,10,19,150,585,238,665,137,93,45,30,92,29,94
"20e8cb6f8f31f774d9f30e68815bc3c2",0,80,0,0,975,0,358,242,0,428,0,0,69,49,547,211,0,227,35,440,153,64,0,16,460,378,3,147,101,25,70,0,0,58,14,45,0,193,9,0,0,0,0,0,612,0,494,0,1300,163,0,5,0,8229,112,0,0,24,9,312,240,40,347,51,163,0,316,0,0,89,20,0,7,0,0,10120,294,0,0,5
"0d663375783b71593965bf1fbdb83769",0,0,0,0,0,8,0,0,0,0,0,12,91,190,0,0,43,43,907,52,828,18,70,206,0,0,29,11372,441,19,18,64,31,0,449,113,40,0,45,202,11,19,0,5,17,861,190,0,0,606,8347,68,6,0,0,0,0,0,89,33,521,234,53,700,6,27,278,11,0,25,301,108,77,0,0,56,0,24,0,294
"fa5ef59172bff93ecf2f6f714d334c67",0,0,0,0,0,0,0,0,0,0,5093,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,8,3448,0,0,8,0,8,0,0,0,15,0,0,0,0,0,0,0,11,0,0,6047,0,0,0,0,12,0,0,0,0,0,0,13103,0,0,7,0,0,9,0,0,0,0,0,0,0,0
"07e264f23bccc9429256ec55c4044fca",0,271,0,0,41,0,375,186,15,71,38,27,990,147,853,517,88,4839,578,1838,729,382,1133,0,0,138,50,2157,406,47,267,0,29,144,0,126,0,525,78,0,0,28,120,0,1731,0,2031,0,54,292,0,0,0,16,680,129,0,82,131,1910,884,693,18,158,208,41,0,53,9,292,266,0,0,0,0,80,196,192,0,0
"a87a0bd8bad867ef1231c13f006ef81a",0,12,0,0,261,0,0,0,0,27,0,7,0,6,0,6,0,13,0,0,0,0,0,455,11,22,3,5,20820,0,13,0,8,0,929,6,0,0,0,395,26,0,0,4,0,186,13,0,64,0,0,128,0,0,7,0,0,0,3,5,0,0,101,0,0,0,276,2859,0,0,0,0,176,3,8,9,0,0,2,128
"3742c591e959ad24070ff1126177909a",39,17,0,0,44,5,0,457,12,11,27,0,156,384,0,15,75,93,1534,903,949,358,172,49,77,0,51,147,671,99,268,31,169,153,86,1466,157,861,60,93,0,42,1031,0,49,500,1169,127,34,329,61,23,57,0,0,922,50,19,131,94,695,431,113,533,331,359,134,417,0,477,1356,80,34,53,62,2980,745,2359,59,1194
"d5768726ff1bb38dc6ec75abc2e2729e",23,161,26,0,0,0,0,0,535,0,0,0,0,0,0,62,0,0,0,0,0,901,0,276,32,32,0,0,0,1125,479,0,0,245,204,0,0,187,0,108,940,0,0,478,10,62,0,18,0,16712,0,1055,58,0,57,0,156,166,0,0,0,0,0,0,166,0,67,0,0,1266,0,0,479,175,76,0,86,0,22,25
"4a28291c9ea02db3e5b4a4853ec423fd",0,0,0,0,0,0,0,0,0,204,0,420,1083,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23903,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0
"89aabe255e6b6f278b2634be98a66a6d",43,0,0,0,0,0,0,0,0,0,17,22,4,0,6,0,29,5,10,0,0,0,0,0,230,0,240,15380,0,0,0,0,4,0,4,0,0,0,11,0,0,0,0,0,954,0,59,147,602,0,0,3,550,12,711,510,267,0,8,6,251,6,0,0,343,0,13,184,10,1030,6,0,0,1496,389,0,0,2526,122,0
"5f1a55945743ae17c01e4eadc21b7946",5,0,0,0,0,54,8,9,0,0,618,96,817,581,54,0,79,127,949,39,855,186,0,346,383,0,105,188,1673,18,335,0,0,333,615,4481,4,287,134,1475,20,143,0,0,1289,379,277,2204,0,416,0,75,113,203,0,258,21,0,87,163,318,322,0,918,764,0,531,815,219,63,391,0,195,79,220,147,137,0,348,153
"0fff7d99e1ef466783f3c5bdbea16de9",7,0,0,0,0,6,0,0,24,0,930,384,0,0,0,0,217,0,0,0,0,26,104,445,452,0,374,0,0,32,14,15,209,0,869,0,282,0,82,2084,60,15,597,23,0,503,0,3997,0,45,45,141,127,1226,0,426,32,0,78,0,0,0,0,0,10,8099,684,1258,402,27,0,45,202,91,252,0,7,214,424,200
"daa85b0209960719e31cc4171ba6d60c",0,25,0,0,9,5,29,193,0,5,0,24,525,185,96,29,42,651,382,2126,699,5462,110,86,56,11,52,1324,374,32,0,31,78,0,51,99,31,0,56,15,27,32,17,3,1181,16,2139,0,5,732,90,94,15,0,28,9,0,0,42,281,961,375,0,145,0,5928,8,14,0,0,164,185,168,18,39,94,0,7,26,6
"b85aa4e74045547c0f69149fa0b43b9f",0,351,0,76,190,0,82,305,0,103,454,53,292,217,209,955,35,1159,915,636,896,112,502,429,183,241,32,593,518,16,67,724,281,88,250,273,100,148,0,124,85,0,54,0,391,158,766,126,90,64,1331,390,131,140,5214,30,0,90,18,424,540,363,46,184,176,136,85,75,170,53,313,723,607,72,310,112,68,38,83,202
"2a5ab921572961060e1b9f381a8bfc06",0,0,0,67,0,7,0,0,14,0,10,15,0,141,0,0,27,0,11,0,40,310,236,0,0,0,37,8953,68,60,148,716,154,92,6084,3863,65,38,31,3,0,24,33,0,612,7,17,0,0,1411,719,0,0,0,0,0,0,0,13,0,28,0,0,285,72,45,0,0,6,162,12,295,0,0,0,360,29,19,0,6
"48c8892fd92637e3f0c146d2afcec4d6",22,0,0,0,0,0,1165,22,4,0,0,0,1229,507,1876,0,0,1998,700,389,682,99,0,3,412,0,0,2940,1207,6,171,0,33,191,0,324,0,86,0,0,0,0,61,4,2471,0,493,228,0,21,0,10,529,0,0,728,217,0,0,1529,362,826,0,318,115,104,0,421,0,26,322,0,11,1069,785,144,42,31,221,0
"f2421528d0e1a67127be37f3dfcf8435",0,235,19,17,0,0,1818,0,0,0,0,0,392,73,2904,75,0,1158,845,0,32,0,477,344,0,39,0,742,45,0,0,234,255,0,328,1985,98,0,0,207,44,0,74,11,3211,640,0,34,20,0,1316,198,0,0,111,436,0,200,0,1435,21,477,0,150,118,79,254,63,0,1401,381,643,316,0,0,845,0,58,0,294
