Feature ID	Taxon	Confidence
ffe3d3fe310c538692689faff127d863	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium amycolatum_A	0.7240049898256553
e7684ead98ce8a772760dc4166037d95	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999995562523512
8bdc52f3c54f1bcaa25634bc8d51e2d5	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; s__Finegoldia magna_H	0.9505766324270332
ea63129feae94f39851aa8ef9848425a	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999982653852273
58b7c876238cf2fa7ff3e8ea55dbb9a6	d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Dialisteraceae; g__Dialister_37762; s__Dialister invisus	0.9999997756980544
72f970f2068107fe4a9e1d96d4ce0d67	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus pasteuri	0.8415205649608452
a3fb2fe42fe2869d9e896ee2edffb05d	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9993007145771994
9e4b5f318b75e2bd5bfa0ed134961826	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Faecousia; s__Faecousia sp000434635	0.9984204512293211
301775fba47897c427bb4a11de5aa5b9	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9993222639391959
a5eceddc80356b2069fa7c62a1ce81d1	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium_O_258270	0.9999109056592668
0298729e38b6718db865a5ee546bcfb2	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia muciniphila_D_776786	0.9896278886571823
af2c30952f5c697b738865c9f166eb1d	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141780	0.9995564957710394
dc15a8fad5d47aaf94aa6760a354b3d8	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__Holdemanella biformis	0.999199436562978
0476c89fe36390440e43d60620b97af2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Hominenteromicrobium; s__Hominenteromicrobium mulieris	0.9374740038609799
70f5df1a51cb80ac57e56ce3857c7218	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruthenibacterium; s__	0.9999137427548387
b63d9d8cc378fe988fecd07f5c4d7892	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus jensenii	0.907190156211727
ec7c35d2c09fca61bbc0d19aad532169	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium appendicis	0.949473202526108
3a21d42d388852f7ba5b63d2e94538f2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter_A_155507; s__Mediterraneibacter_A_155507 torques	0.8279550411165345
16e0d8d526f9591813ef13358bed2e57	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria_563205	0.9999428010927005
83847ccfda5ad0f16ff8c03436e41420	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999987715526818
1b844bcfc79877bc97274fc67bc15c6a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes caccae	0.7380762744453665
7549d2f63199ed67e6f513037350a592	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000	0.9999999786238004
4a29946bc853fcdb578e126d6f829604	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium	0.999998820383723
ad413f5cbdc2eec3ecb2ecc7ca2215b8	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999999654828186
a4d2c6e59a15cee58b0ec6cdbf9f718c	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999997001656262
3463aa0feb4a8349ba5ab22e328d6e7f	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus lugdunensis	0.8140151814098185
2ba96d501da8deea51705cb2fa8827ec	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Tepidimonas; s__Tepidimonas fonticaldi	0.9729874773358423
580764084baa0ac1faf5962f247192d2	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775	0.9999067344172331
b4b7ea7dbfa9c86450552947278194bc	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 obeum	0.9870992663981804
1b57900ceca3380c14b87dd7c50737ee	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309	0.999607100392933
e99e797d1e1ba8e2308b926348fb225d	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_J_366884; s__Paenibacillus_J_366884 campinasensis	0.9891619170539121
69e1cd4fc2a93536152ebb0534e37b4b	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999913971078
ead61467ca9ef736a51fa109bce31846	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Eggerthella; s__Eggerthella lenta	0.9887117813151051
4cc940625794395ec7f561ba2dc2fb28	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella melaninogenica	0.9987590903558494
32f4483d09b2fe3fdc260745ad70e982	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Fenollaria; s__Fenollaria massiliensis	0.9999999976565448
84dd6fe46d3369f1a24a4dd3d08510c4	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_306087; f__Caldibacillaceae; g__Caldibacillus_B; s__Caldibacillus_B pasinlerensis	0.9438350517062238
baeccbb9d4c0d10e741103075b099684	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium dentium	0.7312611168358515
bd46ebf8daedadbd05d5098a5bfc1607	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 caecimuris	0.980817912335199
36b3296e713c230adb133a21010d1292	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0.8691417774443996
1cded8e71e722f5858a32af112856ddc	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Eggerthella; s__Eggerthella lenta	0.9794936652066504
b2df4c98fb74a7ba0d665f65970c4bfd	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_A_346120; s__	0.9585553751090831
35a79784a84f8657cf790401ed24d193	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	0.9999999962419679
43634446aade04f2359e65b763f8e079	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__; s__	0.9995830516875431
93172f81febf63b6050e73fb178a6de0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Cloacibacterium; s__Cloacibacterium normanense	0.724801638048471
fcbc218d811ee7f49bd34fb8f2475c8f	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Intestinibacter	0.9955410636793156
11c1908105519f7b207c8c71e9b73332	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956	0.999999986231958
b6dd0b8b8728ccfea93bad5a0ebafd7a	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999985515550903
69afb5b0c34680ed2a20328b58d9cb0c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter_487784	0.9981830204461358
0bca24f732011555437e3ab2eb196fb5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium pseudogenitalium	0.9815590534449721
16fb50dc842096f1f283b09c79d44e60	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola_A; s__Phocaeicola_A vulgatus	0.992279522215126
6230bb573ada307709b31cc093d7d0f2	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_A; f__Planococcaceae	0.9840937152669965
86d90b8cf3e0179809893c0db4e653cb	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__; s__	0.9999944589170054
ce1abdc7b5f4c9d386ee4eba33be2d82	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus anginosus	0.9695684950320833
3ebb8d55631165e32f69df6e8ccae0d7	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium jeikeium	0.9770067160039352
398dd44db26b1555071d77c36f8ee0aa	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.9985400388680902
b224e7d61e624b96b8141df47ec8c13a	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia sp001808955	0.9282609395931911
a99f2079aba47e95af45355081093041	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Moryella; s__Moryella indoligenes	0.9999799600016145
f8d652274bfafcff0f10e3e4a710f8f2	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Fenollaria; s__Fenollaria massiliensis	0.9999999411286087
