sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_gasseri,g_Megasphaera,Prevotella_amnii,Streptococcus_anginosus,Prevotella_bivia,Gardnerella_vaginalis,Aerococcus_christensenii,Prevotella_buccalis,Streptococcus_mitis,o_Clostridiales,Ureaplasma_parvum,g_Corynebacterium,Lactobacillus_vaginalis,Clostridium_perfringens,g_Dialister,Finegoldia_magna,f_Enterobacteriaceae,Peptoniphilus_harei,f_Lachnospiraceae,Veillonella_montpellierensis,Staphylococcus_epidermidis,o_Gemellales,f_Rs-045,g_Prevotella,f_Rs-045.1,Staphylococcus_haemolyticus,g_Gemella,Prevotella_disiens,g_Peptoniphilus,g_Anaerococcus,Prevotella_corporis,Campylobacter_ureolyticus,g_Finegoldia,Dialister_propionicifaciens,f_Coriobacteriaceae,Lactobacillus_coleohominis,Corynebacterium_pyruviciproducens,g_Veillonella,Corynebacterium_kroppenstedtii,Actinomyces_neuii,Prevotella_oris,Fusobacterium_nucleatum_subsp._animalis,g_Lactobacillus,Propionimicrobium_lymphophilum,Anaerococcus_hydrogenalis,Corynebacterium_thomssenii_sundsvallense,WAL_1855D,g_Mobiluncus,Peptoniphilus_lacrimalis,Sneathia_amnii_[NVP],Porphyromonas_somerae,g_Proteus,g_Parvimonas,Porphyromonas_bennonis,Prevotella_denticola,Corynebacterium_aurimucosum_nigricans,Facklamia_miroungae,Anaerococcus_tetradius,g_Sutterella,Corynebacterium_tuscaniense,Anaeroglobus_geminatus,g_Varibaculum,Enterococcus_faecalis,Actinomyces_oris,Propionibacterium_acnes,Peptoniphilus_sp._oral_taxon_375,Corynebacterium_imitans_lipophiloflavum,Mobiluncus_curtisii,Facklamia_ignava,Campylobacter_hominis,Eubacterium_rectale,Bacteroides_coagulans,Fastidiosipila_sanguinis,Anaerococcus_octavius,Brevibacterium_ravenspurgense,g_ph2,Alloscardovia_omnicolens,Atopobium_sp._oral_taxon_810,Peptostreptococcus_anaerobius,Granulicatella_adiacens,Peptoniphilus_indolicus,Actinomyces_europaeus,Prevotella_bergensis,Atopobium_parvulum,Streptococcus_salivarius,Jonquetella_anthropi,g_Actinobaculum,g_Streptococcus.1,g_Veillonella.1,Dialister_invisus,g_1-68,Actinobaculum_massiliense,g_Moryella,Bifidobacterium_breve,o_Actinomycetales,Anaerococcus_lactolyticus,Porphyromonas_uenonis,g_Mogibacterium,g_Gallicola,Corynebacterium_urealyticum,Ruminococcaceae_[G-1]_sp._oral_taxon_075,Actinomyces_radingae,g_Pyramidobacter,g_Atopobium,Varibaculum_cambriense,Lactobacillus_reuteri,Fusobacterium_gonidiaformans,g_Porphyromonas,Actinomyces_turicensis,Collinsella_aerofaciens,g_Dermabacter,f_[Mogibacteriaceae],g_Acidaminococcus,Bacteroidetes_[G-7]_sp._oral_taxon_911,g_Fusobacterium,Prevotella_histicola,f_Neisseriaceae,g_Ruminococcus,g_Helcococcus,g_Staphylococcus,Corynebacterium_simulans_striatum,g_Ureaplasma,Aerococcus_urinae,[Eubacterium]_biforme,Staphylococcus_aureus,Streptococcus_pseudopneumoniae,g_Arcanobacterium,Parvimonas_micra,Streptococcus_parasanguinis_II,g_Streptococcus,Peptostreptococcus_stomatis,Prevotella_melaninogenica,f_S24-7,Actinomyces_urogenitalis,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
M459MVAG,8634,72,8149,2,378,8,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006935419150342184,0.04850542575661634,0.07032394147525473,0.9955758756180519,0.8089140307097562,0.0530847104461113,0.11427972473030032,0.07613852690378987,0.018013938013086116,0.012471337216499432,0.001183500485113649,0.122054590001605,0.23932175459451988,III-A,0.9955758756180519,III
M460MVAG,8634,66,8203,0,48,2,0,64,21,0,0,0,0,7,0,25,0,117,7,5,0,0,0,0,0,8,0,0,0,7,0,0,2,0,0,1,10,0,0,0,20,0,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006515157560094474,0.04744994806961735,0.04916838120864858,0.9964192304813893,0.8063440416242301,0.05286585745070231,0.1137667556706048,0.07521146920548433,0.017586831609988026,0.011893971235129218,0.0010265341392999994,0.1215171986592046,0.2372077111316741,III-A,0.9964192304813893,III
M461MVAG,8634,7630,238,611,11,0,0,44,3,0,0,4,3,6,4,13,10,0,0,5,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,5,0,18,9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9884812294379377,0.9526559098346024,0.006687491764157842,0.01877676638481674,0.12064479658062419,0.0030065230043877598,0.014115564819042315,0.0473925703733343,0.0070763500611519745,0.027721178264678365,0.002683542697974342,0.010877628090819828,0.06985405087579781,I-A,0.9884812294379377,I
M462MVAG,8634,67,31,0,7,3608,3869,1,0,283,640,4,0,0,0,10,0,0,31,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.005812947413181785,0.007387896942054556,0.004410359964757165,0.003234968046534758,0.011559144074092554,0.08809555877072443,0.07032581641624296,0.010994440249568473,0.0016020478711912898,0.0023705618658296183,0.00033036677562619317,0.0035912815640329497,0.004856378243967729,IV-A,0.08809555877072443,IV-A
M463MVAG,8634,7935,16,118,5,0,0,0,40,0,0,56,0,19,0,4,48,0,13,25,0,10,2,0,0,0,0,1,0,0,0,0,4,1,225,0,16,17,0,0,0,0,1,0,0,5,0,0,0,0,0,12,12,0,0,0,0,0,0,2,2,0,1,0,13,1,1,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9972878912065865,0.9323967263580231,0.004835328839783059,0.0028659218109199852,0.10189997079538701,0.0015047026285442083,0.010589836073561048,0.04378832640235805,0.0064595920411693614,0.02694999559744253,0.002654509657086626,0.007113502658532716,0.03359471599424585,I-A,0.9972878912065865,I
M464MVAG,8634,44,8584,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005030944417101387,0.045199973707505406,0.045439493363966924,0.9906985414619586,0.7793463803004893,0.051042717359205333,0.10962437702347375,0.071504196959438,0.01721068860319975,0.011545284086842415,0.0009258178737249295,0.11812704638729762,0.2309391480085928,III-A,0.9906985414619586,III
M465MVAG,8634,6387,104,34,5,0,0,0,13,0,0,49,0,28,424,84,126,0,5,39,824,28,0,0,37,18,0,23,0,0,0,4,2,33,0,4,14,13,0,0,0,0,0,0,0,0,0,0,0,0,33,4,5,0,0,151,0,7,0,0,14,0,2,0,8,0,30,0,0,2,2,0,8,8,12,0,0,0,0,8,0,3,0,0,0,0,0,0,9,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0.9218427330921134,0.9668966283062234,0.005739762864612733,0.00963835363424116,0.1152051099738989,0.0026553331484846236,0.013737003443857662,0.05427784379788872,0.007178957002865791,0.03012022314330469,0.0027733697108320125,0.01025459138703257,0.03441044547499345,I-B,0.9668966283062234,I
M466MVAG,8634,8054,72,38,6,2,0,0,0,0,3,4,0,16,2,1,56,314,4,14,0,0,0,0,0,0,0,1,0,1,0,2,4,4,6,0,0,2,0,2,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976445260355307,0.9250878777777727,0.005070622716247305,0.006175266934540427,0.10477222815688218,0.001796233383213685,0.011080268604745895,0.04309592607320814,0.0064796562147571,0.026847865712376,0.002540020824343909,0.0077127765799403355,0.030381431832193623,I-A,0.9976445260355307,I
M467MVAG,8634,139,20,5,2663,4213,0,156,0,486,202,2,1,13,0,85,0,0,1,10,0,0,2,0,42,12,0,0,0,513,0,0,0,0,4,1,0,6,5,0,1,0,0,17,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.012812428954012639,0.02292338220765925,0.35877177540245,0.004133638307359121,0.01770231460548335,0.09578262242330783,0.0859362021107827,0.026141525878693648,0.007905077049574395,0.010866660219639761,0.0032495309437889754,0.008356893082275343,0.02235575513744406,II,0.35877177540245,II
M468MVAG,8632,6819,1212,205,75,0,0,2,6,145,0,8,17,28,7,5,30,0,16,0,0,0,0,0,0,0,0,13,0,0,0,4,4,2,5,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9412787331382636,0.9777680596221965,0.019331556446590237,0.0975696381057292,0.21624263469902416,0.015555183063005561,0.0396675830437566,0.06494013845362627,0.010123673571527296,0.030001774472901557,0.0028943584082401622,0.029307561099817657,0.08289663457993521,I-B,0.9777680596221965,I
M470MVAG,8632,2664,49,1170,1316,16,17,0,43,5,2,355,4,891,8,200,0,0,83,356,0,51,62,0,0,0,3,20,3,0,0,80,91,108,18,70,56,59,2,0,0,0,223,0,0,135,0,71,68,4,20,47,13,0,0,0,0,19,0,6,3,0,54,6,6,18,0,0,0,7,20,0,2,8,27,11,4,0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,7,0,2,7,0,0,0,3,0,12,10,0,0,2,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3839729157592523,0.5207733732222178,0.20961081599034415,0.011435559530306548,0.09073163374920325,0.0055692040061353565,0.02016363704578063,0.10561468139745665,0.00986699212054062,0.025508891726454933,0.004874013516686233,0.013097908322634298,0.21421919153927296,I-B,0.5207733732222178,I
M471MVAG,8634,7586,17,46,6,0,0,0,10,0,0,9,5,14,0,286,130,65,2,5,0,27,0,0,242,75,0,0,0,38,0,2,0,16,0,2,11,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9897987789330247,0.9472030358162681,0.004921896003148892,0.0028292506159278007,0.10343661716800068,0.0014981362291068407,0.010835987903650212,0.04533954279880345,0.006527142314606145,0.02723805802810955,0.002637192254006957,0.007226157936656683,0.03033928022336866,I-A,0.9897987789330247,I
M472MVAG,8634,4530,239,6,4,0,0,0,0,0,0,401,0,667,0,276,0,32,17,107,0,752,8,0,0,0,0,59,0,0,0,30,163,234,0,88,161,87,0,0,0,28,0,0,0,3,0,36,15,16,65,11,38,0,174,0,0,87,0,14,10,0,9,13,0,7,8,0,0,20,9,0,33,16,0,0,18,0,6,12,0,18,0,0,0,12,18,0,0,0,0,0,0,0,6,0,13,0,18,0,4,12,9,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0.7077713608651615,0.8648590087556111,0.00846745916452186,0.024539395696165395,0.13499204213818772,0.006977369805440166,0.023212337187907973,0.08863118476275364,0.008522444902752682,0.027441438315667085,0.0036346821967908715,0.015025038754949887,0.04156868448567093,I-B,0.8648590087556111,I
M473MVAG,8634,8344,44,87,14,2,0,2,0,0,1,4,5,11,4,17,3,0,1,0,0,0,0,0,2,0,0,1,0,12,0,8,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998113218175845,0.9100723589058858,0.005293463106772704,0.004419375845842704,0.10144468280890517,0.0015626821039563272,0.01044443662815001,0.04145235505905265,0.006361534372409876,0.02653978722162528,0.002512909361314742,0.0072126072866082885,0.03160960744258747,I-A,0.9998113218175845,I
M474MVAG,8634,44,8227,203,0,4,0,0,1,1,2,0,46,2,44,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005270662416253598,0.046630765065003806,0.04617693643575512,0.9972938864474951,0.8047113986276379,0.052748994300417136,0.11352401509524067,0.07469795844694924,0.01750193271139221,0.01180154486971464,0.0009704333720516791,0.12135302615590987,0.25165129635432265,III-A,0.9972938864474951,III
M475MVAG,8634,7763,86,3,278,5,2,2,0,1,0,4,17,8,12,49,0,194,1,3,0,0,0,0,2,0,0,0,0,8,0,3,3,1,2,1,0,0,0,105,4,0,0,6,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9938649793576719,0.9418292153029945,0.022191335617145574,0.0073094645297044816,0.10756430365830798,0.0020063723969703444,0.011721344172607005,0.04535119401250722,0.006951199406657556,0.027654658778508787,0.002740548707717632,0.008278635152879061,0.030364770389811908,I-A,0.9938649793576719,I
M476MVAG,8634,43,7773,4,723,0,0,2,0,0,0,0,0,21,6,7,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,1,0,0,0,0,3,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005273954262103953,0.04787384812578855,0.0968225670731948,0.991243582063895,0.8277454273017121,0.054601031273789284,0.11791621550750728,0.08004887352501228,0.018685840904210996,0.01315452209213142,0.0014311982439617296,0.12503236177717292,0.24573886061179936,III-A,0.991243582063895,III
M477MVAG,8634,8190,248,54,0,0,0,6,10,0,0,0,0,2,0,2,9,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999055375702703,0.9214105898335192,0.00564162266686827,0.01709794687782468,0.11582669806837873,0.0028192298107222306,0.013165376511961244,0.04401661677845025,0.00680779510155384,0.026963752170721878,0.002552703221526668,0.010010019851495688,0.03529801915835943,I-A,0.999055375702703,I
M478MVAG,8634,71,3223,4,0,1676,2844,14,0,1,8,0,0,18,2,0,0,0,1,0,0,0,6,0,0,0,751,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008026340998627488,0.03728063042289522,0.033060614780513295,0.4348150652709322,0.5004362670980151,0.10002001558918591,0.14200068161776663,0.09048840115166683,0.012749691697258104,0.009441204932256921,0.0008032345190078484,0.09729722072451821,0.1733779649878566,III-B,0.5004362670980151,III
M479MVAG,8634,5162,153,77,18,0,0,0,829,0,0,752,156,264,93,64,28,0,186,175,73,2,15,0,0,2,0,3,2,0,0,89,20,0,4,41,17,40,0,0,0,195,0,0,0,3,0,8,0,0,0,13,5,0,0,0,0,0,2,0,0,0,14,2,40,7,0,0,34,8,0,0,0,0,0,3,2,0,0,0,2,6,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7927978624925948,0.9203492563292821,0.008255379471837378,0.015363421779040558,0.1238827991035805,0.004508244402466457,0.01945842472645867,0.0778768755798208,0.00816443376083522,0.02840743227260162,0.005173173117516456,0.012851692872753182,0.04300588053087193,I-B,0.9203492563292821,I
M480MVAG,8634,55,8573,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005681769169830043,0.04587904973752004,0.04540983453647922,0.9909060040435775,0.780447680423817,0.05109443764062654,0.10975270117397741,0.07165283886440463,0.017225775728314036,0.011582699994621188,0.0009303345277136862,0.11823049920666574,0.23108741154103574,III-A,0.9909060040435775,III
M481MVAG,8634,78,8448,0,10,0,0,4,0,0,0,2,45,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007110953049377927,0.047572336283649666,0.046274576393769425,0.9931879969329918,0.789830273749272,0.05167507801453982,0.1110941657012747,0.07283117315939147,0.017345542625254305,0.011734445934658602,0.0009467678828089563,0.11933768950671479,0.23320973136017115,III-A,0.9931879969329918,III
M482MVAG,8634,8007,89,8,277,0,0,137,0,0,5,1,13,2,9,2,0,0,0,0,0,0,0,0,26,34,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997369369249111,0.9294270747568515,0.02138284953841304,0.007322710668294521,0.10630013213659668,0.0018924452780198636,0.011397678798812328,0.04401192498940331,0.006870060528605828,0.02738762303611079,0.0027051997432065884,0.00814259241363495,0.030173958814086393,I-A,0.997369369249111,I
M483MVAG,8634,7293,1129,1,0,5,0,0,0,0,0,1,1,7,0,27,24,17,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,9,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1,6,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9654532061813642,0.9613755271847845,0.01144869975090242,0.08444640389593586,0.1949947097904232,0.00976923496372314,0.02808655835263528,0.058492301361191386,0.009140806632406809,0.028993139372435264,0.002715321582243832,0.024921259524764715,0.06053463794674769,I-A,0.9654532061813642,I
M484MVAG,8634,52,7992,2,540,0,0,2,0,0,2,21,6,0,2,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057629670882420655,0.04778266934301698,0.08212063159290692,0.9945419237191142,0.8168920514700192,0.05369540805886643,0.1157845593636144,0.07771915345107695,0.018307764628069295,0.012755464791411257,0.0012901644724098253,0.12332702619073593,0.2420253725907398,III-A,0.9945419237191142,III
M485MVAG,8634,8116,31,0,365,0,0,0,0,0,0,6,0,16,0,10,0,0,0,0,0,4,1,0,7,11,0,0,0,0,0,0,0,1,5,1,14,4,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976034660614475,0.922250677895441,0.026018111796387897,0.003661368371241589,0.1017559377642516,0.0015118268322180646,0.01055393513768919,0.04317029043461231,0.006843374779028796,0.027328500012721066,0.0027630859835158466,0.007493711705421517,0.02835464667660326,I-A,0.9976034660614475,I
M486MVAG,8634,61,5760,3,0,1451,2,6,1,262,84,403,80,196,0,2,0,0,67,2,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007176250036832287,0.049407270402523545,0.05035110973110104,0.8691425055643708,0.8879539690502004,0.09405658049389945,0.17239002865887668,0.10210756803195065,0.018760971550680117,0.013097722233750404,0.001165517067116793,0.1372354096869223,0.26058928695933914,III-B,0.8879539690502004,III
M487MVAG,8634,6467,1810,116,4,0,0,0,0,0,0,0,83,0,77,0,68,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8931048002479894,0.9557024615867699,0.01743085052627855,0.1558151102816226,0.2821622847724713,0.017133294393766884,0.044120899059825275,0.0734420492075531,0.011267141530144808,0.030366260124235416,0.002817406003724915,0.040584834512190686,0.09817997630053746,I-B,0.9557024615867699,I
M488MVAG,8634,7494,85,5,870,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9781159451611301,0.9463299567835775,0.06345505190942058,0.007642891605832881,0.10852454542561314,0.0020004992883267793,0.012037477279579307,0.04784397642151609,0.007810406743099359,0.02885729948260338,0.0031514878384826927,0.008828674963528122,0.0327681083011015,I-A,0.9781159451611301,I
