sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_gasseri,g_Megasphaera,Prevotella_amnii,Streptococcus_anginosus,Prevotella_bivia,Gardnerella_vaginalis,Aerococcus_christensenii,Prevotella_buccalis,Streptococcus_mitis,o_Clostridiales,Ureaplasma_parvum,g_Corynebacterium,Lactobacillus_vaginalis,Clostridium_perfringens,g_Dialister,Finegoldia_magna,f_Enterobacteriaceae,Peptoniphilus_harei,f_Lachnospiraceae,Veillonella_montpellierensis,Staphylococcus_epidermidis,o_Gemellales,f_Rs-045,g_Prevotella,f_Rs-045.1,Staphylococcus_haemolyticus,g_Gemella,Prevotella_disiens,g_Peptoniphilus,g_Anaerococcus,Prevotella_corporis,Campylobacter_ureolyticus,g_Finegoldia,Dialister_propionicifaciens,f_Coriobacteriaceae,Lactobacillus_coleohominis,Corynebacterium_pyruviciproducens,g_Veillonella,Corynebacterium_kroppenstedtii,Actinomyces_neuii,Prevotella_oris,Fusobacterium_nucleatum_subsp._animalis,g_Lactobacillus,Propionimicrobium_lymphophilum,Anaerococcus_hydrogenalis,Corynebacterium_thomssenii_sundsvallense,WAL_1855D,g_Mobiluncus,Peptoniphilus_lacrimalis,Sneathia_amnii_[NVP],Porphyromonas_somerae,g_Proteus,g_Parvimonas,Porphyromonas_bennonis,Prevotella_denticola,Corynebacterium_aurimucosum_nigricans,Facklamia_miroungae,Anaerococcus_tetradius,g_Sutterella,Corynebacterium_tuscaniense,Anaeroglobus_geminatus,g_Varibaculum,Enterococcus_faecalis,Actinomyces_oris,Propionibacterium_acnes,Peptoniphilus_sp._oral_taxon_375,Corynebacterium_imitans_lipophiloflavum,Mobiluncus_curtisii,Facklamia_ignava,Campylobacter_hominis,Eubacterium_rectale,Bacteroides_coagulans,Fastidiosipila_sanguinis,Anaerococcus_octavius,Brevibacterium_ravenspurgense,g_ph2,Alloscardovia_omnicolens,Atopobium_sp._oral_taxon_810,Peptostreptococcus_anaerobius,Granulicatella_adiacens,Peptoniphilus_indolicus,Actinomyces_europaeus,Prevotella_bergensis,Atopobium_parvulum,Streptococcus_salivarius,Jonquetella_anthropi,g_Actinobaculum,g_Streptococcus.1,g_Veillonella.1,Dialister_invisus,g_1-68,Actinobaculum_massiliense,g_Moryella,Bifidobacterium_breve,o_Actinomycetales,Anaerococcus_lactolyticus,Porphyromonas_uenonis,g_Mogibacterium,g_Gallicola,Corynebacterium_urealyticum,Ruminococcaceae_[G-1]_sp._oral_taxon_075,Actinomyces_radingae,g_Pyramidobacter,g_Atopobium,Varibaculum_cambriense,Lactobacillus_reuteri,Fusobacterium_gonidiaformans,g_Porphyromonas,Actinomyces_turicensis,Collinsella_aerofaciens,g_Dermabacter,f_[Mogibacteriaceae],g_Acidaminococcus,Bacteroidetes_[G-7]_sp._oral_taxon_911,g_Fusobacterium,Prevotella_histicola,f_Neisseriaceae,g_Ruminococcus,g_Helcococcus,g_Staphylococcus,Corynebacterium_simulans_striatum,g_Ureaplasma,Aerococcus_urinae,[Eubacterium]_biforme,Staphylococcus_aureus,Streptococcus_pseudopneumoniae,g_Arcanobacterium,Parvimonas_micra,Streptococcus_parasanguinis_II,g_Streptococcus,Peptostreptococcus_stomatis,Prevotella_melaninogenica,f_S24-7,Actinomyces_urogenitalis,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
M489MVAG,8634,144,8,6,1764,3582,260,111,6,450,804,76,0,141,2,144,0,0,51,0,0,39,0,0,186,140,0,0,0,8,0,2,7,0,57,30,0,29,91,0,283,2,0,5,0,18,0,25,0,8,6,2,3,0,0,0,52,5,0,2,10,0,13,0,13,11,0,0,0,5,0,10,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01444661217052061,0.023741820797375687,0.2590835518168215,0.0027269181432482263,0.017537381131103008,0.11138805619603959,0.10146603045503368,0.029653542478573484,0.006781167359178927,0.009359847024461564,0.00271643490849905,0.008086186368687846,0.01988000054407801,II,0.2590835518168215,II
M490MVAG,8634,5881,2598,71,1,1,0,0,0,23,3,0,26,0,14,1,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7990251469198484,0.8926144733399878,0.02381417134948887,0.24932509972376132,0.39206712989675924,0.026520537145583396,0.0639721340270265,0.0873254742187445,0.013526151579145428,0.030858646222951383,0.0028347014104568857,0.05881041333923711,0.1293493285718769,I-B,0.8926144733399878,I
M491MVAG,8633,5598,25,2,2,3,0,97,20,384,0,111,1325,7,965,2,0,0,3,4,0,3,1,0,0,0,0,0,0,0,0,0,8,6,5,27,0,6,0,0,3,0,0,0,0,0,0,2,2,0,4,0,3,0,0,0,0,5,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8223046254809739,0.9056010480652037,0.008583255905682933,0.003888734592788108,0.11147723295706184,0.015774043070075457,0.03836645239772328,0.057675907239550316,0.00752181903409852,0.027724436991162085,0.002734716470546084,0.010289940136711835,0.033018414087305464,I-B,0.9056010480652037,I
M492MVAG,8634,4190,4272,1,3,2,0,16,55,3,0,10,1,2,0,1,10,0,0,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,9,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5017952353533085,0.6079683037922202,0.03835712123239719,0.5268393467117695,0.7016074537743464,0.04696770385557849,0.10784535041799705,0.11465236605204206,0.0178939966664702,0.02872068896730616,0.0027189990992763447,0.10275347538540186,0.20559224955903785,III-B,0.7016074537743464,III
M493MVAG,8633,7011,17,374,410,2,0,11,17,0,0,18,11,57,13,236,78,0,14,56,0,44,3,0,10,4,0,0,0,0,0,0,5,8,8,2,79,13,0,0,2,9,54,1,0,0,0,1,4,0,6,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,8,0,4,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9680593639061024,0.974201582353849,0.034127374243425414,0.0038776780754889756,0.10718047356512288,0.001679030191535094,0.011814688395450494,0.05083740344833676,0.00744535442346474,0.02867578108107969,0.003128774514942922,0.008196105523978354,0.054496162597250396,I-B,0.974201582353849,I
M494MVAG,8634,8196,14,224,1,3,2,5,1,4,0,1,35,15,18,23,0,0,1,1,0,8,0,0,23,17,0,0,0,1,0,0,2,7,0,6,1,1,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995032383674838,0.9192024530073123,0.0045239169221138196,0.002908564952706018,0.10063695992230647,0.0014984334337439253,0.010426247095453178,0.042068946154826724,0.0063671011660545495,0.026692295929072754,0.002548801238704385,0.00699940199132074,0.038361105430215654,I-A,0.9995032383674838,I
M495MVAG,8634,8210,181,111,1,0,0,0,0,0,1,0,0,7,0,5,0,0,0,0,0,0,0,0,20,9,0,1,0,0,0,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995158711636428,0.9201318251729026,0.0053469359979478465,0.012989073119040465,0.1113326075781949,0.0024048582258768044,0.012302008218191541,0.043305777984817856,0.006671183636383595,0.026870471065861254,0.002535279381286947,0.009126288561698285,0.03656472721062152,I-A,0.9995158711636428,I
M496MVAG,8634,8579,2,0,7,0,0,1,0,0,0,3,0,2,0,5,0,10,0,0,0,1,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984891717727749,0.8942554127298017,0.0045898324578646545,0.0017118456977818044,0.09730774603616554,0.0012613856109963148,0.009675833079821878,0.03990496087502627,0.006185000216486197,0.026166059570979575,0.0024644601343114547,0.00649804673207339,0.025849822951464325,I-A,0.9984891717727749,I
M497MVAG,8634,10,2568,0,0,0,0,4689,43,0,0,333,0,152,0,10,0,0,0,10,0,0,15,0,0,3,0,0,2,0,0,196,55,82,11,30,20,59,0,0,0,75,0,0,0,0,0,8,7,46,0,18,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,92,0,11,0,0,0,0,0,20,0,0,3,1,6,0,0,33,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019450534865197487,0.02196568046258494,0.023354384247761602,0.28678676795251584,0.3023023857932646,0.03227145213934952,0.06806922056786874,0.055183280696681,0.009193478371750234,0.005951327270628535,0.0008719953762932214,0.0644700874495587,0.114191487461641,III-B,0.3023023857932646,III
M498MVAG,8634,68,8045,126,0,0,0,0,18,3,241,0,42,33,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006790910366346727,0.04826840582363701,0.04652736508675714,0.9977753232989501,0.8172488283611677,0.053634053587962055,0.1155851898229749,0.07649780924932273,0.01763705989989972,0.011944184325036035,0.001004931748322587,0.12289395180365716,0.24910277833863267,III-A,0.9977753232989501,III
M499MVAG,8634,8091,0,0,0,0,0,89,5,0,0,0,0,40,0,41,0,48,0,39,192,0,0,0,0,0,0,3,0,13,0,0,0,16,10,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9985275922328306,0.9221147013316356,0.004320232590553353,0.0016010325138265087,0.09969542769715647,0.0013254455573047908,0.010104112410218281,0.042376296155694694,0.006352356623413785,0.027043627068129905,0.0025457228010563942,0.0068326311773464505,0.026506523824843815,I-A,0.9985275922328306,I
M500MVAG,8634,7212,1189,0,4,0,0,44,20,0,0,30,14,26,10,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,31,0,2,0,2,0,8,0,0,0,9,0,0,0,9,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9604334657798531,0.9630274761043885,0.012180836907082968,0.09008879872997197,0.2018890285415264,0.010325503807048782,0.029388100730098298,0.05983085093323127,0.009331663733494686,0.029147157529944942,0.002754113284012606,0.026199418645003403,0.06284458522577901,I-B,0.9630274761043885,I
